sub-tree_size, relu.59.17.561_is_chosen, relu.59.17.561_is_active, relu.59.17.561_is_violated, relu.60.21.565_is_chosen, relu.60.21.565_is_active, relu.60.21.565_is_violated, relu.67.35.573_is_chosen, relu.67.35.573_is_active, relu.67.35.573_is_violated, relu.68.39.577_is_chosen, relu.68.39.577_is_active, relu.68.39.577_is_violated, relu.70.47.584_is_chosen, relu.70.47.584_is_active, relu.70.47.584_is_violated, relu.124.74.589_is_chosen, relu.124.74.589_is_active, relu.124.74.589_is_violated, relu.125.77.592_is_chosen, relu.125.77.592_is_active, relu.125.77.592_is_violated, relu.126.78.593_is_chosen, relu.126.78.593_is_active, relu.126.78.593_is_violated, relu.127.81.596_is_chosen, relu.127.81.596_is_active, relu.127.81.596_is_violated, relu.128.82.597_is_chosen, relu.128.82.597_is_active, relu.128.82.597_is_violated, relu.131.89.602_is_chosen, relu.131.89.602_is_active, relu.131.89.602_is_violated, relu.132.90.603_is_chosen, relu.132.90.603_is_active, relu.132.90.603_is_violated, relu.133.93.606_is_chosen, relu.133.93.606_is_active, relu.133.93.606_is_violated, relu.134.94.607_is_chosen, relu.134.94.607_is_active, relu.134.94.607_is_violated, relu.135.95.608_is_chosen, relu.135.95.608_is_active, relu.135.95.608_is_violated, relu.136.96.609_is_chosen, relu.136.96.609_is_active, relu.136.96.609_is_violated, relu.137.98.611_is_chosen, relu.137.98.611_is_active, relu.137.98.611_is_violated, relu.138.99.612_is_chosen, relu.138.99.612_is_active, relu.138.99.612_is_violated, relu.139.101.614_is_chosen, relu.139.101.614_is_active, relu.139.101.614_is_violated, relu.140.103.616_is_chosen, relu.140.103.616_is_active, relu.140.103.616_is_violated, relu.141.104.617_is_chosen, relu.141.104.617_is_active, relu.141.104.617_is_violated, relu.142.107.620_is_chosen, relu.142.107.620_is_active, relu.142.107.620_is_violated, relu.143.108.621_is_chosen, relu.143.108.621_is_active, relu.143.108.621_is_violated, relu.145.110.622_is_chosen, relu.145.110.622_is_active, relu.145.110.622_is_violated, relu.146.115.627_is_chosen, relu.146.115.627_is_active, relu.146.115.627_is_violated, relu.147.119.631_is_chosen, relu.147.119.631_is_active, relu.147.119.631_is_violated, relu.198.148.636_is_chosen, relu.198.148.636_is_active, relu.198.148.636_is_violated, relu.199.149.637_is_chosen, relu.199.149.637_is_active, relu.199.149.637_is_violated, relu.200.150.638_is_chosen, relu.200.150.638_is_active, relu.200.150.638_is_violated, relu.201.151.639_is_chosen, relu.201.151.639_is_active, relu.201.151.639_is_violated, relu.202.152.640_is_chosen, relu.202.152.640_is_active, relu.202.152.640_is_violated, relu.203.153.641_is_chosen, relu.203.153.641_is_active, relu.203.153.641_is_violated, relu.204.154.642_is_chosen, relu.204.154.642_is_active, relu.204.154.642_is_violated, relu.205.155.643_is_chosen, relu.205.155.643_is_active, relu.205.155.643_is_violated, relu.206.156.644_is_chosen, relu.206.156.644_is_active, relu.206.156.644_is_violated, relu.207.157.645_is_chosen, relu.207.157.645_is_active, relu.207.157.645_is_violated, relu.208.158.646_is_chosen, relu.208.158.646_is_active, relu.208.158.646_is_violated, relu.209.159.647_is_chosen, relu.209.159.647_is_active, relu.209.159.647_is_violated, relu.210.160.648_is_chosen, relu.210.160.648_is_active, relu.210.160.648_is_violated, relu.211.161.649_is_chosen, relu.211.161.649_is_active, relu.211.161.649_is_violated, relu.212.162.650_is_chosen, relu.212.162.650_is_active, relu.212.162.650_is_violated, relu.213.163.651_is_chosen, relu.213.163.651_is_active, relu.213.163.651_is_violated, relu.214.164.652_is_chosen, relu.214.164.652_is_active, relu.214.164.652_is_violated, relu.215.165.653_is_chosen, relu.215.165.653_is_active, relu.215.165.653_is_violated, relu.216.166.654_is_chosen, relu.216.166.654_is_active, relu.216.166.654_is_violated, relu.217.167.655_is_chosen, relu.217.167.655_is_active, relu.217.167.655_is_violated, relu.218.168.656_is_chosen, relu.218.168.656_is_active, relu.218.168.656_is_violated, relu.219.169.657_is_chosen, relu.219.169.657_is_active, relu.219.169.657_is_violated, relu.220.170.658_is_chosen, relu.220.170.658_is_active, relu.220.170.658_is_violated, relu.222.172.659_is_chosen, relu.222.172.659_is_active, relu.222.172.659_is_violated, relu.223.173.660_is_chosen, relu.223.173.660_is_active, relu.223.173.660_is_violated, relu.224.174.661_is_chosen, relu.224.174.661_is_active, relu.224.174.661_is_violated, relu.225.175.662_is_chosen, relu.225.175.662_is_active, relu.225.175.662_is_violated, relu.226.176.663_is_chosen, relu.226.176.663_is_active, relu.226.176.663_is_violated, relu.227.177.664_is_chosen, relu.227.177.664_is_active, relu.227.177.664_is_violated, relu.228.178.665_is_chosen, relu.228.178.665_is_active, relu.228.178.665_is_violated, relu.229.179.666_is_chosen, relu.229.179.666_is_active, relu.229.179.666_is_violated, relu.230.180.667_is_chosen, relu.230.180.667_is_active, relu.230.180.667_is_violated, relu.231.181.668_is_chosen, relu.231.181.668_is_active, relu.231.181.668_is_violated, relu.232.182.669_is_chosen, relu.232.182.669_is_active, relu.232.182.669_is_violated, relu.233.183.670_is_chosen, relu.233.183.670_is_active, relu.233.183.670_is_violated, relu.234.184.671_is_chosen, relu.234.184.671_is_active, relu.234.184.671_is_violated, relu.235.185.672_is_chosen, relu.235.185.672_is_active, relu.235.185.672_is_violated, relu.237.187.673_is_chosen, relu.237.187.673_is_active, relu.237.187.673_is_violated, relu.238.188.674_is_chosen, relu.238.188.674_is_active, relu.238.188.674_is_violated, relu.239.189.675_is_chosen, relu.239.189.675_is_active, relu.239.189.675_is_violated, relu.240.190.676_is_chosen, relu.240.190.676_is_active, relu.240.190.676_is_violated, relu.241.191.677_is_chosen, relu.241.191.677_is_active, relu.241.191.677_is_violated, relu.242.192.678_is_chosen, relu.242.192.678_is_active, relu.242.192.678_is_violated, relu.243.193.679_is_chosen, relu.243.193.679_is_active, relu.243.193.679_is_violated, relu.244.194.680_is_chosen, relu.244.194.680_is_active, relu.244.194.680_is_violated, relu.245.195.681_is_chosen, relu.245.195.681_is_active, relu.245.195.681_is_violated, relu.246.196.682_is_chosen, relu.246.196.682_is_active, relu.246.196.682_is_violated, relu.247.197.683_is_chosen, relu.247.197.683_is_active, relu.247.197.683_is_violated, relu.298.248.684_is_chosen, relu.298.248.684_is_active, relu.298.248.684_is_violated, relu.299.249.685_is_chosen, relu.299.249.685_is_active, relu.299.249.685_is_violated, relu.300.250.686_is_chosen, relu.300.250.686_is_active, relu.300.250.686_is_violated, relu.301.251.687_is_chosen, relu.301.251.687_is_active, relu.301.251.687_is_violated, relu.302.252.688_is_chosen, relu.302.252.688_is_active, relu.302.252.688_is_violated, relu.303.253.689_is_chosen, relu.303.253.689_is_active, relu.303.253.689_is_violated, relu.304.254.690_is_chosen, relu.304.254.690_is_active, relu.304.254.690_is_violated, relu.305.255.691_is_chosen, relu.305.255.691_is_active, relu.305.255.691_is_violated, relu.306.256.692_is_chosen, relu.306.256.692_is_active, relu.306.256.692_is_violated, relu.307.257.693_is_chosen, relu.307.257.693_is_active, relu.307.257.693_is_violated, relu.308.258.694_is_chosen, relu.308.258.694_is_active, relu.308.258.694_is_violated, relu.309.259.695_is_chosen, relu.309.259.695_is_active, relu.309.259.695_is_violated, relu.310.260.696_is_chosen, relu.310.260.696_is_active, relu.310.260.696_is_violated, relu.311.261.697_is_chosen, relu.311.261.697_is_active, relu.311.261.697_is_violated, relu.312.262.698_is_chosen, relu.312.262.698_is_active, relu.312.262.698_is_violated, relu.313.263.699_is_chosen, relu.313.263.699_is_active, relu.313.263.699_is_violated, relu.314.264.700_is_chosen, relu.314.264.700_is_active, relu.314.264.700_is_violated, relu.315.265.701_is_chosen, relu.315.265.701_is_active, relu.315.265.701_is_violated, relu.316.266.702_is_chosen, relu.316.266.702_is_active, relu.316.266.702_is_violated, relu.317.267.703_is_chosen, relu.317.267.703_is_active, relu.317.267.703_is_violated, relu.318.268.704_is_chosen, relu.318.268.704_is_active, relu.318.268.704_is_violated, relu.319.269.705_is_chosen, relu.319.269.705_is_active, relu.319.269.705_is_violated, relu.320.270.706_is_chosen, relu.320.270.706_is_active, relu.320.270.706_is_violated, relu.321.271.707_is_chosen, relu.321.271.707_is_active, relu.321.271.707_is_violated, relu.322.272.708_is_chosen, relu.322.272.708_is_active, relu.322.272.708_is_violated, relu.323.273.709_is_chosen, relu.323.273.709_is_active, relu.323.273.709_is_violated, relu.324.274.710_is_chosen, relu.324.274.710_is_active, relu.324.274.710_is_violated, relu.325.275.711_is_chosen, relu.325.275.711_is_active, relu.325.275.711_is_violated, relu.326.276.712_is_chosen, relu.326.276.712_is_active, relu.326.276.712_is_violated, relu.327.277.713_is_chosen, relu.327.277.713_is_active, relu.327.277.713_is_violated, relu.328.278.714_is_chosen, relu.328.278.714_is_active, relu.328.278.714_is_violated, relu.329.279.715_is_chosen, relu.329.279.715_is_active, relu.329.279.715_is_violated, relu.330.280.716_is_chosen, relu.330.280.716_is_active, relu.330.280.716_is_violated, relu.331.281.717_is_chosen, relu.331.281.717_is_active, relu.331.281.717_is_violated, relu.332.282.718_is_chosen, relu.332.282.718_is_active, relu.332.282.718_is_violated, relu.333.283.719_is_chosen, relu.333.283.719_is_active, relu.333.283.719_is_violated, relu.334.284.720_is_chosen, relu.334.284.720_is_active, relu.334.284.720_is_violated, relu.335.285.721_is_chosen, relu.335.285.721_is_active, relu.335.285.721_is_violated, relu.336.286.722_is_chosen, relu.336.286.722_is_active, relu.336.286.722_is_violated, relu.337.287.723_is_chosen, relu.337.287.723_is_active, relu.337.287.723_is_violated, relu.338.288.724_is_chosen, relu.338.288.724_is_active, relu.338.288.724_is_violated, relu.339.289.725_is_chosen, relu.339.289.725_is_active, relu.339.289.725_is_violated, relu.340.290.726_is_chosen, relu.340.290.726_is_active, relu.340.290.726_is_violated, relu.341.291.727_is_chosen, relu.341.291.727_is_active, relu.341.291.727_is_violated, relu.342.292.728_is_chosen, relu.342.292.728_is_active, relu.342.292.728_is_violated, relu.343.293.729_is_chosen, relu.343.293.729_is_active, relu.343.293.729_is_violated, relu.344.294.730_is_chosen, relu.344.294.730_is_active, relu.344.294.730_is_violated, relu.345.295.731_is_chosen, relu.345.295.731_is_active, relu.345.295.731_is_violated, relu.346.296.732_is_chosen, relu.346.296.732_is_active, relu.346.296.732_is_violated, relu.347.297.733_is_chosen, relu.347.297.733_is_active, relu.347.297.733_is_violated, relu.398.348.734_is_chosen, relu.398.348.734_is_active, relu.398.348.734_is_violated, relu.399.349.735_is_chosen, relu.399.349.735_is_active, relu.399.349.735_is_violated, relu.400.350.736_is_chosen, relu.400.350.736_is_active, relu.400.350.736_is_violated, relu.401.351.737_is_chosen, relu.401.351.737_is_active, relu.401.351.737_is_violated, relu.402.352.738_is_chosen, relu.402.352.738_is_active, relu.402.352.738_is_violated, relu.403.353.739_is_chosen, relu.403.353.739_is_active, relu.403.353.739_is_violated, relu.404.354.740_is_chosen, relu.404.354.740_is_active, relu.404.354.740_is_violated, relu.405.355.741_is_chosen, relu.405.355.741_is_active, relu.405.355.741_is_violated, relu.406.356.742_is_chosen, relu.406.356.742_is_active, relu.406.356.742_is_violated, relu.407.357.743_is_chosen, relu.407.357.743_is_active, relu.407.357.743_is_violated, relu.408.358.744_is_chosen, relu.408.358.744_is_active, relu.408.358.744_is_violated, relu.409.359.745_is_chosen, relu.409.359.745_is_active, relu.409.359.745_is_violated, relu.410.360.746_is_chosen, relu.410.360.746_is_active, relu.410.360.746_is_violated, relu.411.361.747_is_chosen, relu.411.361.747_is_active, relu.411.361.747_is_violated, relu.412.362.748_is_chosen, relu.412.362.748_is_active, relu.412.362.748_is_violated, relu.413.363.749_is_chosen, relu.413.363.749_is_active, relu.413.363.749_is_violated, relu.414.364.750_is_chosen, relu.414.364.750_is_active, relu.414.364.750_is_violated, relu.415.365.751_is_chosen, relu.415.365.751_is_active, relu.415.365.751_is_violated, relu.416.366.752_is_chosen, relu.416.366.752_is_active, relu.416.366.752_is_violated, relu.417.367.753_is_chosen, relu.417.367.753_is_active, relu.417.367.753_is_violated, relu.418.368.754_is_chosen, relu.418.368.754_is_active, relu.418.368.754_is_violated, relu.419.369.755_is_chosen, relu.419.369.755_is_active, relu.419.369.755_is_violated, relu.420.370.756_is_chosen, relu.420.370.756_is_active, relu.420.370.756_is_violated, relu.421.371.757_is_chosen, relu.421.371.757_is_active, relu.421.371.757_is_violated, relu.422.372.758_is_chosen, relu.422.372.758_is_active, relu.422.372.758_is_violated, relu.423.373.759_is_chosen, relu.423.373.759_is_active, relu.423.373.759_is_violated, relu.424.374.760_is_chosen, relu.424.374.760_is_active, relu.424.374.760_is_violated, relu.425.375.761_is_chosen, relu.425.375.761_is_active, relu.425.375.761_is_violated, relu.426.376.762_is_chosen, relu.426.376.762_is_active, relu.426.376.762_is_violated, relu.427.377.763_is_chosen, relu.427.377.763_is_active, relu.427.377.763_is_violated, relu.428.378.764_is_chosen, relu.428.378.764_is_active, relu.428.378.764_is_violated, relu.429.379.765_is_chosen, relu.429.379.765_is_active, relu.429.379.765_is_violated, relu.430.380.766_is_chosen, relu.430.380.766_is_active, relu.430.380.766_is_violated, relu.431.381.767_is_chosen, relu.431.381.767_is_active, relu.431.381.767_is_violated, relu.432.382.768_is_chosen, relu.432.382.768_is_active, relu.432.382.768_is_violated, relu.433.383.769_is_chosen, relu.433.383.769_is_active, relu.433.383.769_is_violated, relu.434.384.770_is_chosen, relu.434.384.770_is_active, relu.434.384.770_is_violated, relu.435.385.771_is_chosen, relu.435.385.771_is_active, relu.435.385.771_is_violated, relu.436.386.772_is_chosen, relu.436.386.772_is_active, relu.436.386.772_is_violated, relu.437.387.773_is_chosen, relu.437.387.773_is_active, relu.437.387.773_is_violated, relu.438.388.774_is_chosen, relu.438.388.774_is_active, relu.438.388.774_is_violated, relu.439.389.775_is_chosen, relu.439.389.775_is_active, relu.439.389.775_is_violated, relu.440.390.776_is_chosen, relu.440.390.776_is_active, relu.440.390.776_is_violated, relu.441.391.777_is_chosen, relu.441.391.777_is_active, relu.441.391.777_is_violated, relu.442.392.778_is_chosen, relu.442.392.778_is_active, relu.442.392.778_is_violated, relu.443.393.779_is_chosen, relu.443.393.779_is_active, relu.443.393.779_is_violated, relu.444.394.780_is_chosen, relu.444.394.780_is_active, relu.444.394.780_is_violated, relu.445.395.781_is_chosen, relu.445.395.781_is_active, relu.445.395.781_is_violated, relu.446.396.782_is_chosen, relu.446.396.782_is_active, relu.446.396.782_is_violated, relu.447.397.783_is_chosen, relu.447.397.783_is_active, relu.447.397.783_is_violated, relu.498.448.784_is_chosen, relu.498.448.784_is_active, relu.498.448.784_is_violated, relu.499.449.785_is_chosen, relu.499.449.785_is_active, relu.499.449.785_is_violated, relu.500.450.786_is_chosen, relu.500.450.786_is_active, relu.500.450.786_is_violated, relu.501.451.787_is_chosen, relu.501.451.787_is_active, relu.501.451.787_is_violated, relu.502.452.788_is_chosen, relu.502.452.788_is_active, relu.502.452.788_is_violated, relu.503.453.789_is_chosen, relu.503.453.789_is_active, relu.503.453.789_is_violated, relu.504.454.790_is_chosen, relu.504.454.790_is_active, relu.504.454.790_is_violated, relu.505.455.791_is_chosen, relu.505.455.791_is_active, relu.505.455.791_is_violated, relu.506.456.792_is_chosen, relu.506.456.792_is_active, relu.506.456.792_is_violated, relu.507.457.793_is_chosen, relu.507.457.793_is_active, relu.507.457.793_is_violated, relu.508.458.794_is_chosen, relu.508.458.794_is_active, relu.508.458.794_is_violated, relu.509.459.795_is_chosen, relu.509.459.795_is_active, relu.509.459.795_is_violated, relu.510.460.796_is_chosen, relu.510.460.796_is_active, relu.510.460.796_is_violated, relu.511.461.797_is_chosen, relu.511.461.797_is_active, relu.511.461.797_is_violated, relu.512.462.798_is_chosen, relu.512.462.798_is_active, relu.512.462.798_is_violated, relu.513.463.799_is_chosen, relu.513.463.799_is_active, relu.513.463.799_is_violated, relu.514.464.800_is_chosen, relu.514.464.800_is_active, relu.514.464.800_is_violated, relu.515.465.801_is_chosen, relu.515.465.801_is_active, relu.515.465.801_is_violated, relu.516.466.802_is_chosen, relu.516.466.802_is_active, relu.516.466.802_is_violated, relu.517.467.803_is_chosen, relu.517.467.803_is_active, relu.517.467.803_is_violated, relu.518.468.804_is_chosen, relu.518.468.804_is_active, relu.518.468.804_is_violated, relu.519.469.805_is_chosen, relu.519.469.805_is_active, relu.519.469.805_is_violated, relu.520.470.806_is_chosen, relu.520.470.806_is_active, relu.520.470.806_is_violated, relu.521.471.807_is_chosen, relu.521.471.807_is_active, relu.521.471.807_is_violated, relu.522.472.808_is_chosen, relu.522.472.808_is_active, relu.522.472.808_is_violated, relu.523.473.809_is_chosen, relu.523.473.809_is_active, relu.523.473.809_is_violated, relu.524.474.810_is_chosen, relu.524.474.810_is_active, relu.524.474.810_is_violated, relu.525.475.811_is_chosen, relu.525.475.811_is_active, relu.525.475.811_is_violated, relu.526.476.812_is_chosen, relu.526.476.812_is_active, relu.526.476.812_is_violated, relu.527.477.813_is_chosen, relu.527.477.813_is_active, relu.527.477.813_is_violated, relu.528.478.814_is_chosen, relu.528.478.814_is_active, relu.528.478.814_is_violated, relu.529.479.815_is_chosen, relu.529.479.815_is_active, relu.529.479.815_is_violated, relu.530.480.816_is_chosen, relu.530.480.816_is_active, relu.530.480.816_is_violated, relu.531.481.817_is_chosen, relu.531.481.817_is_active, relu.531.481.817_is_violated, relu.532.482.818_is_chosen, relu.532.482.818_is_active, relu.532.482.818_is_violated, relu.533.483.819_is_chosen, relu.533.483.819_is_active, relu.533.483.819_is_violated, relu.534.484.820_is_chosen, relu.534.484.820_is_active, relu.534.484.820_is_violated, relu.535.485.821_is_chosen, relu.535.485.821_is_active, relu.535.485.821_is_violated, relu.536.486.822_is_chosen, relu.536.486.822_is_active, relu.536.486.822_is_violated, relu.537.487.823_is_chosen, relu.537.487.823_is_active, relu.537.487.823_is_violated, relu.538.488.824_is_chosen, relu.538.488.824_is_active, relu.538.488.824_is_violated, relu.539.489.825_is_chosen, relu.539.489.825_is_active, relu.539.489.825_is_violated, relu.540.490.826_is_chosen, relu.540.490.826_is_active, relu.540.490.826_is_violated, relu.541.491.827_is_chosen, relu.541.491.827_is_active, relu.541.491.827_is_violated, relu.542.492.828_is_chosen, relu.542.492.828_is_active, relu.542.492.828_is_violated, relu.543.493.829_is_chosen, relu.543.493.829_is_active, relu.543.493.829_is_violated, relu.544.494.830_is_chosen, relu.544.494.830_is_active, relu.544.494.830_is_violated, relu.545.495.831_is_chosen, relu.545.495.831_is_active, relu.545.495.831_is_violated, relu.546.496.832_is_chosen, relu.546.496.832_is_active, relu.546.496.832_is_violated, relu.547.497.833_is_chosen, relu.547.497.833_is_active, relu.547.497.833_is_violated
2, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0
4, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0
